"<ID|readonly|noverify>";"<English>";;
#
"md_450b_barougan_shop";"Barougan";;
"md_450b_barougan_0";"Société des Avions Marcel Dassault | M.D.450B Barougan";;
"md_450b_barougan_1";"Barougan";;
"md_450b_barougan_2";"Barougan";;
#
"md_450b_ouragan_shop";"Ouragan";;
"md_450b_ouragan_0";"Société des Avions Marcel Dassault | M.D.450B Ouragan";;
"md_450b_ouragan_1";"Ouragan";;
"md_450b_ouragan_2";"Ouragan";;
#
"lancaster_mr7_france_shop";"▄Lancaster Mk.VII WU";;
"lancaster_mr7_france_0";"A.V. Roe and Company  | ▄Lancaster | Medium-Range Bomber, Mk.VII Western Union";;
"lancaster_mr7_france_1";"▄Lancaster Mk.VII WU";;
"lancaster_mr7_france_2";"▄Lancaster Mk.VII WU";;
#
"so_8000_narval_shop";"S.O.8000 Narval";;
"so_8000_narval_0";"Société Nationale des Société Nationale des Constructions Aéronautiques du Sud-Ouest (SNCASO) | S.O.8000 Narval  | 1949 Prototype";;
"so_8000_narval_1";"S.O.8000 Narval";;
"so_8000_narval_2";"S.O.8000";;
#
"vb_10_02_shop";"VB.10-02";;
"vb_10_02_0";"Arsenal de l'Aéronautique | VB.10-02 | Second Prototype (1946)";;
"vb_10_02_1";"VB.10-02";;
"vb_10_02_2";"VB.10-02";;
#
"vb_10c1_shop";"VB.10C-01";;
"vb_10c1_0";"Arsenal de l'Aéronautique | VB.10C-01 | First Prototype (1945)";;
"vb_10c1_1";"VB.10C-01";;
"vb_10c1_2";"VB.10C-01";;
#
"mb_157_shop";"M.B.157";;
"mb_157_0";"Société Nationale des Société Nationale des Constructions Aéronautiques du Sud-Ouest (SNCASO) | M.B.157 | 1942 Prototype";;
"mb_157_1";"M.B.157";;
"mb_157_2";"M.B.157";;
#
"mb_162_shop";"M.B.162.01";;
"mb_162_0";"Société Nationale des Société Nationale des Constructions Aéronautiques du Sud-Ouest (SNCASO) | M.B.162.01 | 1940 Prototype";;
"mb_162_1";"M.B.162.01";;
"mb_162_2";"M.B.162.01";;
#
"firefly_mk4_netherlands_shop";"◘Firefly Mk.IV";;
"firefly_mk4_netherlands_0";"Fairey Aviation Company, Ltd. | ◘Firefly | Fighter, Mk.IV";;
"firefly_mk4_netherlands_1";"◘Firefly Mk.IV";;
"firefly_mk4_netherlands_2";"◘Firefly Mk.IV";;
#
"yak-9t_france_shop";"▄Yak-9T [Challe]";;
