<ID|readonly|noverify>;<English>;;
#
#removed all the quotation marks because Edit CSV kept throwing a malformed trailing quote error on Line 90 and i cba to find the actual cause -maple (11/13/2025)
#
b-17g_iaf_shop;B-17G-60 Flying Fortress;;
b-17g_iaf_0;Boeing Airplane Company | B-17G-60 Flying Fortress | Block 60;;
b-17g_iaf_1;B-17G-60 Flying Fortress;;
b-17g_iaf_2;B-17G-60;;
#
s_199_shop;S-199 Sakeen;;
s_199_0;Avia Motors s.r.o. | S-199 Sakeen;;
s_199_1;S-199 Sakeen;;
s_199_2;S-199;;
#
p-51d-20-na_iaf_shop;P-51D-20 Mustang;;
p-51d-20-na_iaf_0;North American Aviation | P-51D-20 Mustang | Block 20;;
p-51d-20-na_iaf_1;P-51D-20 Mustang;;
p-51d-20-na_iaf_2;P-51D-20;;
#
spitfire_lf_mk9e_weisman_shop;Spitfire LF.IXe [Weizman];;
spitfire_lf_mk9e_weisman_0;Supermarine Aviation Works | Ezer Weizman's Spitfire | Low-Altitude Fighter, Mk.IXe;;
spitfire_lf_mk9e_weisman_1;Spitfire LF.IXe [Weizman];;
spitfire_lf_mk9e_weisman_2;Spitfire LF.IXe;;
#
spitfire_lf_mk9e_iaf_shop;Spitfire LF.IX (CW);;
spitfire_lf_mk9e_iaf_0;Supermarine Aviation Works | Spitfire | Low-Altitude Fighter, Mk.IX (Clipped Wings);;
spitfire_lf_mk9e_iaf_1;Spitfire LF.IX (CW);;
spitfire_lf_mk9e_iaf_2;Spitfire LF.IX (CW);;
#
spitfire_mk9c_iaf_shop;Spitfire LF.IXc;;
spitfire_mk9c_iaf_0;Supermarine Aviation Works | Spitfire | Low-Altitude Fighter, Mk.IXc;;
spitfire_mk9c_iaf_1;Spitfire LF.IXc;;
spitfire_mk9c_iaf_2;Spitfire LF.IXc;;
#
meteor_frmk9_iaf_shop;Meteor FR.9;;
meteor_frmk9_iaf_0;Gloster Aircraft Company, Ltd. | Meteor | Fighter, Reconnaissance, Mk.9;;
meteor_frmk9_iaf_1;Meteor FR.9;;
meteor_frmk9_iaf_2;Meteor FR.9;;
#
meteor_fmk8_iaf_shop;Meteor F.8;;
meteor_fmk8_iaf_0;Gloster Aircraft Company, Ltd. | Meteor | Fighter, Mk.8;;
meteor_fmk8_iaf_1;Meteor F.8;;
meteor_fmk8_iaf_2;Meteor F.8;;
#
meteor_nfmk13_shop;Meteor NF.13;;
